age,sleep_hours,screen_time_hours,water_intake,exercise_frequency,work_study_hours,break_frequency,multitasking,stress_level,social_time_hours,relationship_quality,hobbies,mental_wellbeing_score,data_source
50,7,2,4,I exercise 3 to 5 days a week,6,Rarely,No,3,4,Excellent,Yes,8,Synthetic
22,5,6,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,4,Good,Yes,7,Synthetic
22,3,7,4,I exercise 1 to 2 days a week,0,Often,Yes,5,2,Poor,No,1,Synthetic
32,6,9,4,I exercise 1 to 2 days a week,0,Sometimes,No,5,2,Average,No,1,Synthetic
69,6,3,5,I exercise 3 to 5 days a week,5,Sometimes,No,2,6,Good,No,5,Synthetic
21,9,2,2,I do not exercise at all,4,Often,No,1,6,Excellent,No,9,Synthetic
50,9,1,4,I exercise 3 to 5 days a week,6,Rarely,No,3,4,Excellent,Yes,9,Synthetic
25,9,1,4,I exercise almost every day,4,Often,No,3,4,Good,Yes,10,Synthetic
23,4,8,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,3,4,Good,Yes,4,Synthetic
18,9,4,4,I exercise 1 to 2 days a week,4,Sometimes,No,2,3,Excellent,Yes,6,Synthetic
20,7,1,5,I exercise 1 to 2 days a week,5,Sometimes,Yes,1,2,Excellent,Yes,10,Synthetic
23,5,5,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,1,4,Average,No,6,Synthetic
21,5,2,3,I exercise 1 to 2 days a week,5,Often,No,4,4,Good,Yes,5,Synthetic
19,9,6,1,I do not exercise at all,1,Rarely,No,3,0,Excellent,No,6,Synthetic
21,6,1,5,I exercise 1 to 2 days a week,3,Sometimes,Yes,1,4,Average,Yes,8,Synthetic
20,9,5,3,I exercise 1 to 2 days a week,4,Sometimes,Yes,1,5,Good,Yes,8,Synthetic
60,5,4,2,I do not exercise at all,2,Often,No,4,4,Average,Yes,2,Synthetic
22,7,6,4,I exercise almost every day,4,Sometimes,Yes,1,4,Excellent,Yes,7,Synthetic
60,3,9,2,I do not exercise at all,2,Often,No,4,3,Average,Yes,2,Synthetic
21,9,1,3,I exercise 1 to 2 days a week,8,Often,No,1,4,Good,No,9,Synthetic
23,5,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,3,4,Good,No,5,Synthetic
21,6,6,6,I exercise almost every day,8,Sometimes,Yes,3,6,Poor,Yes,10,Synthetic
21,4,6,3,I do not exercise at all,3,Rarely,Yes,3,0,Excellent,Yes,5,Synthetic
21,6,1,3,I exercise 1 to 2 days a week,4,Rarely,Yes,1,6,Good,Yes,9,Synthetic
21,6,9,4,I do not exercise at all,3,Sometimes,Yes,3,1,Average,Yes,3,Synthetic
19,5,6,1,I do not exercise at all,0,Often,Yes,1,5,Good,No,10,Synthetic
21,3,10,2,I do not exercise at all,5,Sometimes,Yes,5,2,Good,Yes,4,Synthetic
32,6,8,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,2,Average,No,2,Synthetic
40,3,4,3,I exercise 3 to 5 days a week,8,Sometimes,No,3,3,Average,No,1,Synthetic
20,7,6,3,I exercise 1 to 2 days a week,4,Sometimes,Yes,3,4,Good,Yes,8,Synthetic
20,4,3,2,I do not exercise at all,8,Sometimes,Yes,1,3,Excellent,Yes,5,Synthetic
21,3,9,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,4,Average,Yes,1,Synthetic
19,4,8,1,I do not exercise at all,1,Rarely,No,3,2,Excellent,No,5,Synthetic
21,8,7,4,I exercise 1 to 2 days a week,4,Often,Yes,2,3,Good,No,6,Synthetic
22,9,5,4,I exercise 1 to 2 days a week,3,Sometimes,No,4,4,Good,Yes,6,Synthetic
21,3,9,4,I exercise 3 to 5 days a week,3,Rarely,Yes,3,4,Average,Yes,2,Synthetic
25,5,5,2,I exercise 3 to 5 days a week,6,Often,No,3,4,Good,No,5,Synthetic
22,6,9,2,I exercise almost every day,5,Often,Yes,4,3,Good,Yes,4,Synthetic
21,9,2,4,I exercise 3 to 5 days a week,5,Sometimes,Yes,3,6,Excellent,Yes,10,Synthetic
22,6,9,4,I exercise 1 to 2 days a week,0,Often,Yes,3,2,Poor,No,4,Synthetic
21,7,2,5,I exercise 1 to 2 days a week,4,Sometimes,Yes,2,4,Excellent,Yes,10,Synthetic
33,5,6,3,I exercise almost every day,8,Rarely,Yes,5,4,Average,No,2,Synthetic
18,9,8,1,I do not exercise at all,0,Often,Yes,4,4,Good,Yes,6,Synthetic
23,8,4,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,4,Good,No,7,Synthetic
32,3,5,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,2,Average,No,2,Synthetic
19,8,7,1,I do not exercise at all,0,Often,Yes,3,3,Good,No,5,Synthetic
20,7,3,4,I exercise 1 to 2 days a week,0,Often,No,1,5,Good,Yes,8,Synthetic
21,3,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,5,2,Average,No,1,Synthetic
21,5,5,4,I exercise 3 to 5 days a week,3,Rarely,Yes,4,4,Average,Yes,2,Synthetic
17,9,1,4,I exercise almost every day,4,Sometimes,Yes,2,5,Excellent,No,8,Synthetic
20,8,1,4,I exercise 1 to 2 days a week,0,Often,No,1,5,Good,Yes,9,Synthetic
34,3,7,3,I do not exercise at all,8,Often,Yes,5,3,Average,No,3,Synthetic
19,4,6,1,I do not exercise at all,0,Often,Yes,3,1,Good,No,5,Synthetic
23,4,6,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,4,6,Average,No,7,Synthetic
19,4,10,2,I do not exercise at all,4,Sometimes,No,5,4,Poor,No,3,Synthetic
23,9,6,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,1,4,Average,No,5,Synthetic
20,6,2,4,I exercise 3 to 5 days a week,0,Rarely,No,3,5,Excellent,Yes,9,Synthetic
21,7,2,3,I exercise 1 to 2 days a week,8,Often,No,1,5,Good,No,8,Synthetic
18,6,3,3,I exercise 1 to 2 days a week,5,Sometimes,No,1,3,Average,Yes,8,Synthetic
20,3,7,3,I exercise almost every day,0,Rarely,Yes,5,2,Poor,Yes,1,Synthetic
19,5,5,1,I do not exercise at all,4,Rarely,Yes,3,1,Good,Yes,4,Synthetic
19,6,6,1,I do not exercise at all,1,Rarely,No,2,0,Excellent,No,5,Synthetic
21,3,7,2,I do not exercise at all,0,Often,No,3,2,Excellent,No,2,Synthetic
26,10,1,3,I exercise 1 to 2 days a week,8,Often,No,2,4,Excellent,Yes,9,Synthetic
23,8,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,2,Good,No,6,Synthetic
34,3,4,3,I do not exercise at all,8,Often,Yes,3,2,Average,No,2,Synthetic
21,6,8,3,I exercise 1 to 2 days a week,4,Rarely,No,5,2,Average,Yes,2,Synthetic
60,3,8,2,I do not exercise at all,2,Often,No,5,2,Average,Yes,3,Synthetic
21,9,6,3,I do not exercise at all,3,Rarely,Yes,1,2,Excellent,Yes,5,Synthetic
19,4,8,1,I do not exercise at all,0,Often,Yes,3,1,Good,No,7,Synthetic
30,10,3,3,I exercise 3 to 5 days a week,6,Sometimes,No,1,5,Good,No,10,Synthetic
32,3,7,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,1,Average,No,1,Synthetic
30,7,8,4,I exercise almost every day,5,Sometimes,No,2,4,Excellent,No,6,Synthetic
20,5,6,2,I do not exercise at all,8,Sometimes,Yes,4,1,Excellent,Yes,7,Synthetic
21,9,5,4,I exercise 1 to 2 days a week,4,Often,Yes,1,3,Good,No,7,Synthetic
20,5,5,4,I exercise almost every day,2,Sometimes,No,3,2,Average,No,6,Synthetic
21,6,5,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,1,Average,Yes,2,Synthetic
21,3,7,5,I exercise 3 to 5 days a week,6,Rarely,Yes,3,0,Average,Yes,1,Synthetic
21,3,6,4,I do not exercise at all,3,Sometimes,Yes,5,2,Average,Yes,1,Synthetic
20,6,1,3,I exercise 3 to 5 days a week,3,Rarely,No,2,6,Excellent,Yes,10,Synthetic
19,3,8,3,I exercise almost every day,2,Sometimes,Yes,5,2,Average,Yes,2,Synthetic
21,6,6,3,I exercise 3 to 5 days a week,6,Often,Yes,4,5,Good,Yes,6,Synthetic
20,6,4,2,I do not exercise at all,8,Sometimes,Yes,3,1,Excellent,Yes,7,Synthetic
21,3,5,2,I do not exercise at all,0,Often,No,3,3,Excellent,No,2,Synthetic
22,5,6,2,I do not exercise at all,1,Often,No,4,3,Good,Yes,6,Synthetic
18,9,2,3,I exercise 1 to 2 days a week,5,Sometimes,No,1,5,Average,Yes,10,Synthetic
19,3,8,1,I do not exercise at all,4,Rarely,Yes,3,0,Good,Yes,4,Synthetic
30,6,2,3,I exercise 3 to 5 days a week,6,Sometimes,No,1,6,Good,No,9,Synthetic
20,7,1,3,I exercise 1 to 2 days a week,4,Sometimes,Yes,1,4,Good,Yes,8,Synthetic
21,6,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,3,3,Average,No,1,Synthetic
20,3,7,5,I exercise almost every day,8,Often,No,4,2,Excellent,Yes,4,Synthetic
30,5,4,4,I exercise 3 to 5 days a week,4,Sometimes,No,5,0,Average,Yes,2,Synthetic
21,9,2,1,I do not exercise at all,2,Often,Yes,3,2,Excellent,Yes,8,Synthetic
23,3,9,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,5,2,Good,Yes,1,Synthetic
20,8,2,4,I exercise almost every day,2,Sometimes,No,2,4,Average,No,7,Synthetic
54,5,5,4,I do not exercise at all,8,Often,No,3,1,Good,No,6,Synthetic
30,3,9,4,I exercise 3 to 5 days a week,4,Sometimes,No,5,3,Average,Yes,3,Synthetic
60,3,10,2,I do not exercise at all,2,Often,No,5,3,Average,Yes,2,Synthetic
20,6,6,3,I exercise 1 to 2 days a week,4,Often,No,2,4,Good,Yes,7,Synthetic
21,5,8,4,I exercise 1 to 2 days a week,4,Often,Yes,4,5,Good,No,5,Synthetic
21,5,4,4,I exercise 3 to 5 days a week,2,Sometimes,No,2,5,Average,Yes,6,Synthetic
21,5,5,4,I exercise 3 to 5 days a week,2,Sometimes,No,3,3,Average,Yes,6,Synthetic
20,3,8,3,I exercise almost every day,0,Rarely,Yes,4,4,Poor,Yes,1,Synthetic
20,8,6,2,I do not exercise at all,8,Sometimes,Yes,1,3,Excellent,Yes,7,Synthetic
21,5,6,3,I exercise 1 to 2 days a week,5,Often,Yes,2,3,Good,Yes,7,Synthetic
22,5,3,1,I do not exercise at all,1,Often,No,3,6,Excellent,No,8,Synthetic
21,4,4,4,I do not exercise at all,3,Sometimes,Yes,5,3,Average,Yes,3,Synthetic
19,4,8,2,I do not exercise at all,4,Sometimes,No,4,1,Poor,No,3,Synthetic
22,4,4,4,I exercise 1 to 2 days a week,0,Often,Yes,5,0,Poor,No,1,Synthetic
22,5,8,4,I exercise almost every day,4,Sometimes,Yes,1,2,Excellent,Yes,6,Synthetic
32,3,6,4,I exercise 1 to 2 days a week,0,Sometimes,No,3,3,Average,No,3,Synthetic
20,9,5,3,I do not exercise at all,2,Often,Yes,4,1,Average,No,6,Synthetic
20,5,2,6,I exercise almost every day,8,Often,Yes,2,4,Excellent,Yes,9,Synthetic
20,8,4,3,I exercise 3 to 5 days a week,3,Rarely,No,2,2,Excellent,Yes,9,Synthetic
18,5,7,1,I do not exercise at all,0,Often,Yes,1,4,Good,Yes,5,Synthetic
40,3,8,3,I exercise 3 to 5 days a week,8,Sometimes,No,3,1,Average,No,3,Synthetic
25,7,3,2,I exercise 3 to 5 days a week,6,Often,No,3,6,Good,No,6,Synthetic
23,4,4,4,I exercise 3 to 5 days a week,4,Often,No,2,5,Good,No,5,Synthetic
21,5,1,2,I do not exercise at all,2,Rarely,No,2,4,Excellent,Yes,8,Synthetic
21,7,3,3,I exercise 3 to 5 days a week,4,Sometimes,No,1,4,Average,Yes,7,Synthetic
20,6,4,5,I exercise almost every day,5,Often,Yes,3,4,Excellent,No,10,Synthetic
22,3,10,2,I exercise almost every day,5,Often,Yes,5,2,Good,Yes,2,Synthetic
20,3,4,5,I exercise almost every day,8,Often,No,3,3,Excellent,Yes,1,Synthetic
21,9,2,4,I do not exercise at all,5,Sometimes,Yes,3,0,Good,Yes,5,Synthetic
22,5,3,4,I exercise 1 to 2 days a week,3,Sometimes,No,4,4,Good,Yes,7,Synthetic
18,5,1,3,I exercise 1 to 2 days a week,5,Sometimes,No,1,6,Average,Yes,10,Synthetic
19,7,3,4,I exercise 3 to 5 days a week,1,Often,Yes,2,4,Excellent,Yes,10,Synthetic
45,7,3,3,I exercise 1 to 2 days a week,6,Sometimes,Yes,1,5,Excellent,Yes,10,Synthetic
21,5,1,3,I exercise 1 to 2 days a week,8,Often,No,3,4,Good,No,8,Synthetic
22,8,6,4,I exercise 1 to 2 days a week,4,Often,Yes,2,2,Good,Yes,6,Synthetic
21,5,3,4,I exercise 1 to 2 days a week,4,Often,Yes,4,3,Good,No,7,Synthetic
21,3,8,3,I exercise 1 to 2 days a week,4,Rarely,No,5,3,Average,Yes,4,Synthetic
40,3,8,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,4,Average,No,4,Synthetic
20,7,6,2,I do not exercise at all,2,Rarely,Yes,4,4,Excellent,Yes,5,Synthetic
32,3,5,4,I exercise 1 to 2 days a week,0,Sometimes,No,4,4,Average,No,4,Synthetic
21,7,5,6,I exercise 3 to 5 days a week,0,Often,No,1,3,Excellent,Yes,9,Synthetic
19,9,1,4,I exercise 3 to 5 days a week,1,Often,Yes,1,2,Excellent,Yes,9,Synthetic
22,7,2,3,I exercise 1 to 2 days a week,3,Sometimes,No,1,2,Excellent,Yes,8,Synthetic
21,3,7,2,I do not exercise at all,0,Often,No,4,1,Excellent,No,2,Synthetic
20,9,6,5,I exercise 1 to 2 days a week,5,Sometimes,Yes,1,2,Excellent,Yes,8,Synthetic
22,5,6,4,I exercise 1 to 2 days a week,0,Often,Yes,4,1,Poor,No,1,Synthetic
34,4,4,3,I do not exercise at all,8,Often,Yes,5,2,Average,No,2,Synthetic
21,3,8,4,I exercise 3 to 5 days a week,1,Sometimes,Yes,5,1,Average,No,4,Synthetic
21,7,5,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,2,Average,Yes,4,Synthetic
22,3,8,2,I exercise almost every day,5,Often,Yes,5,4,Good,Yes,2,Synthetic
20,5,1,6,I exercise almost every day,8,Sometimes,No,1,6,Excellent,Yes,10,Synthetic
60,4,9,2,I do not exercise at all,2,Often,No,3,1,Average,Yes,3,Synthetic
20,6,5,4,I exercise 3 to 5 days a week,4,Sometimes,No,1,6,Excellent,No,8,Synthetic
21,6,5,4,I exercise 3 to 5 days a week,5,Sometimes,Yes,2,4,Excellent,Yes,10,Synthetic
36,5,6,2,I do not exercise at all,0,Rarely,No,3,2,Average,No,1,Synthetic
20,9,4,4,I exercise almost every day,2,Sometimes,No,4,2,Good,Yes,7,Synthetic
22,10,1,5,I exercise 1 to 2 days a week,4,Rarely,No,1,3,Excellent,Yes,8,Synthetic
21,8,2,5,I exercise 1 to 2 days a week,4,Sometimes,Yes,1,4,Excellent,Yes,9,Synthetic
20,8,2,3,I exercise 1 to 2 days a week,3,Sometimes,No,1,6,Excellent,Yes,8,Synthetic
20,7,7,3,I exercise 1 to 2 days a week,4,Often,No,1,4,Good,Yes,6,Synthetic
20,8,3,2,I do not exercise at all,2,Rarely,Yes,3,4,Excellent,Yes,7,Synthetic
24,8,6,4,I exercise 3 to 5 days a week,6,Rarely,No,4,2,Average,No,7,Synthetic
20,8,3,2,I do not exercise at all,2,Rarely,Yes,2,4,Excellent,Yes,7,Synthetic
21,10,1,2,I exercise almost every day,1,Often,Yes,3,5,Excellent,Yes,8,Synthetic
21,4,9,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,4,0,Average,Yes,3,Synthetic
21,3,5,2,I do not exercise at all,5,Sometimes,Yes,3,2,Good,Yes,2,Synthetic
22,9,5,3,I exercise 3 to 5 days a week,4,Sometimes,Yes,1,6,Excellent,Yes,8,Synthetic
23,5,5,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,4,3,Good,Yes,2,Synthetic
54,9,7,4,I do not exercise at all,8,Often,No,4,3,Good,No,5,Synthetic
21,6,9,3,I exercise 1 to 2 days a week,4,Rarely,No,4,0,Average,Yes,2,Synthetic
33,5,7,3,I exercise almost every day,8,Rarely,Yes,4,4,Average,No,4,Synthetic
21,9,4,3,I exercise 1 to 2 days a week,5,Often,Yes,4,3,Good,Yes,6,Synthetic
21,3,8,3,I exercise 1 to 2 days a week,4,Rarely,No,4,2,Average,Yes,3,Synthetic
19,7,5,1,I do not exercise at all,0,Often,No,5,2,Excellent,No,2,Synthetic
69,9,2,4,I exercise 3 to 5 days a week,4,Often,Yes,1,4,Good,No,10,Synthetic
21,8,5,4,I exercise 1 to 2 days a week,4,Often,Yes,2,3,Good,No,5,Synthetic
21,7,6,2,I do not exercise at all,0,Often,No,3,2,Excellent,No,1,Synthetic
20,4,8,4,I exercise 3 to 5 days a week,5,Sometimes,No,1,5,Average,No,5,Synthetic
19,3,5,3,I exercise almost every day,2,Sometimes,Yes,4,1,Average,Yes,3,Synthetic
22,3,7,4,I exercise 1 to 2 days a week,0,Often,Yes,3,2,Poor,No,1,Synthetic
60,6,7,2,I do not exercise at all,2,Often,No,5,2,Average,Yes,4,Synthetic
24,9,2,4,I exercise 3 to 5 days a week,6,Often,No,1,4,Excellent,Yes,9,Synthetic
21,7,3,5,I exercise almost every day,6,Sometimes,No,2,6,Good,Yes,8,Synthetic
45,5,3,3,I exercise 1 to 2 days a week,6,Sometimes,Yes,2,4,Excellent,Yes,10,Synthetic
20,5,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,3,4,Average,Yes,1,Synthetic
54,8,8,4,I do not exercise at all,8,Often,No,3,3,Good,No,6,Synthetic
19,8,3,1,I do not exercise at all,1,Rarely,No,2,0,Excellent,No,5,Synthetic
22,6,5,4,I exercise almost every day,8,Sometimes,Yes,3,5,Excellent,Yes,9,Synthetic
23,5,3,4,I exercise 3 to 5 days a week,4,Often,No,1,5,Good,No,5,Synthetic
20,4,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,2,Average,Yes,2,Synthetic
20,7,10,5,I exercise almost every day,8,Often,No,5,3,Excellent,Yes,1,Synthetic
22,7,4,3,I exercise 1 to 2 days a week,3,Sometimes,No,1,5,Excellent,Yes,10,Synthetic
21,5,1,5,I exercise 1 to 2 days a week,4,Sometimes,Yes,3,5,Excellent,Yes,8,Synthetic
21,10,1,2,I do not exercise at all,2,Rarely,No,1,5,Excellent,Yes,10,Synthetic
54,7,6,4,I do not exercise at all,8,Often,No,2,3,Good,No,7,Synthetic
21,7,4,3,I exercise 1 to 2 days a week,5,Often,Yes,1,3,Good,Yes,5,Synthetic
21,4,5,2,I do not exercise at all,0,Often,No,3,2,Excellent,No,2,Synthetic
19,3,5,1,I do not exercise at all,4,Rarely,Yes,4,3,Good,Yes,3,Synthetic
22,10,1,1,I do not exercise at all,1,Often,No,3,6,Excellent,No,8,Synthetic
21,3,4,2,I do not exercise at all,0,Often,No,5,2,Excellent,No,3,Synthetic
21,7,6,2,I do not exercise at all,5,Sometimes,Yes,5,2,Good,Yes,3,Synthetic
18,9,5,4,I exercise 1 to 2 days a week,4,Sometimes,No,2,3,Excellent,Yes,5,Synthetic
22,5,5,4,I exercise 1 to 2 days a week,0,Often,Yes,5,4,Poor,No,4,Synthetic
22,7,2,3,I exercise 1 to 2 days a week,3,Sometimes,No,3,4,Excellent,Yes,9,Synthetic
21,9,8,4,I do not exercise at all,5,Sometimes,Yes,3,0,Good,Yes,7,Synthetic
19,3,4,2,I do not exercise at all,4,Sometimes,No,5,3,Poor,No,1,Synthetic
21,3,6,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,5,2,Average,Yes,4,Synthetic
54,8,3,4,I do not exercise at all,8,Often,No,1,1,Good,No,6,Synthetic
33,5,7,3,I exercise almost every day,8,Rarely,Yes,4,0,Average,No,2,Synthetic
23,3,10,2,I do not exercise at all,8,Often,Yes,5,3,Poor,No,4,Synthetic
20,7,1,4,I exercise 3 to 5 days a week,6,Sometimes,No,1,3,Excellent,Yes,9,Synthetic
21,7,2,2,I exercise 1 to 2 days a week,3,Sometimes,Yes,1,4,Good,Yes,5,Synthetic
21,4,10,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,5,2,Average,Yes,1,Synthetic
18,7,1,3,I exercise 1 to 2 days a week,5,Sometimes,No,2,4,Average,Yes,8,Synthetic
19,5,10,3,I exercise almost every day,2,Sometimes,Yes,4,4,Average,Yes,4,Synthetic
20,8,4,2,I do not exercise at all,8,Sometimes,Yes,4,3,Excellent,Yes,7,Synthetic
20,9,4,5,I exercise almost every day,5,Often,Yes,1,6,Excellent,No,8,Synthetic
54,8,4,4,I do not exercise at all,8,Often,No,1,1,Good,No,7,Synthetic
22,8,8,4,I exercise 1 to 2 days a week,3,Sometimes,No,4,4,Good,Yes,6,Synthetic
36,3,8,2,I do not exercise at all,0,Rarely,No,4,2,Average,No,1,Synthetic
20,3,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,4,4,Average,Yes,4,Synthetic
21,5,3,1,I do not exercise at all,2,Sometimes,No,2,2,Good,No,7,Synthetic
21,3,8,2,I do not exercise at all,0,Often,No,5,2,Excellent,No,1,Synthetic
20,8,3,4,I exercise 3 to 5 days a week,2,Rarely,No,4,1,Average,Yes,7,Synthetic
54,8,6,4,I do not exercise at all,8,Often,No,4,3,Good,No,6,Synthetic
21,7,6,2,I do not exercise at all,0,Often,No,5,3,Excellent,No,3,Synthetic
33,3,7,3,I exercise almost every day,8,Rarely,Yes,3,2,Average,No,3,Synthetic
23,8,2,5,I exercise 3 to 5 days a week,5,Rarely,Yes,2,6,Average,No,9,Synthetic
40,5,4,3,I exercise 3 to 5 days a week,8,Sometimes,No,5,4,Average,No,1,Synthetic
22,6,4,4,I exercise 3 to 5 days a week,3,Rarely,No,2,6,Excellent,Yes,10,Synthetic
21,6,5,3,I exercise 1 to 2 days a week,4,Rarely,Yes,2,4,Good,Yes,8,Synthetic
18,4,3,4,I exercise 1 to 2 days a week,4,Sometimes,No,2,3,Excellent,Yes,6,Synthetic
21,8,8,3,I do not exercise at all,3,Rarely,Yes,1,0,Excellent,Yes,7,Synthetic
20,8,7,4,I exercise almost every day,2,Sometimes,No,2,2,Average,No,6,Synthetic
21,6,8,4,I exercise 1 to 2 days a week,5,Often,Yes,3,4,Poor,Yes,5,Synthetic
21,3,5,4,I exercise 3 to 5 days a week,3,Rarely,Yes,5,2,Average,Yes,4,Synthetic
20,6,7,4,I exercise 3 to 5 days a week,2,Rarely,No,2,1,Average,Yes,5,Synthetic
21,6,5,1,I do not exercise at all,2,Often,Yes,2,6,Excellent,Yes,9,Synthetic
33,3,8,3,I exercise almost every day,8,Rarely,Yes,5,4,Average,No,4,Synthetic
36,3,8,2,I do not exercise at all,0,Rarely,No,3,2,Average,No,3,Synthetic
21,5,6,4,I exercise 3 to 5 days a week,5,Sometimes,Yes,1,3,Excellent,Yes,9,Synthetic
19,3,6,1,I do not exercise at all,4,Rarely,Yes,5,0,Good,Yes,4,Synthetic
20,3,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,5,0,Average,Yes,3,Synthetic
20,10,1,5,I exercise 1 to 2 days a week,5,Sometimes,Yes,2,4,Excellent,Yes,8,Synthetic
30,5,8,4,I exercise almost every day,5,Sometimes,No,2,4,Excellent,No,6,Synthetic
19,7,8,1,I do not exercise at all,0,Often,Yes,1,3,Good,No,6,Synthetic
21,6,4,4,I do not exercise at all,5,Sometimes,Yes,2,0,Good,Yes,5,Synthetic
21,4,7,4,I exercise 1 to 2 days a week,4,Often,Yes,2,3,Good,No,6,Synthetic
23,7,5,4,I exercise 3 to 5 days a week,4,Often,No,4,5,Good,No,7,Synthetic
21,6,3,2,I exercise almost every day,1,Often,Yes,1,5,Excellent,Yes,10,Synthetic
19,3,9,1,I do not exercise at all,4,Rarely,Yes,3,2,Good,Yes,1,Synthetic
22,6,7,4,I exercise 1 to 2 days a week,4,Often,Yes,4,0,Good,Yes,7,Synthetic
20,9,3,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,2,Excellent,Yes,10,Synthetic
60,4,9,2,I do not exercise at all,2,Often,No,5,2,Average,Yes,4,Synthetic
19,4,4,5,I exercise almost every day,5,Rarely,No,1,4,Average,Yes,5,Synthetic
21,6,3,4,I do not exercise at all,5,Sometimes,Yes,4,0,Good,Yes,6,Synthetic
21,5,7,3,I exercise 1 to 2 days a week,4,Rarely,No,5,2,Average,Yes,1,Synthetic
21,7,9,2,I do not exercise at all,0,Often,No,3,2,Excellent,No,4,Synthetic
19,5,3,5,I exercise almost every day,5,Rarely,No,2,2,Average,Yes,6,Synthetic
21,9,2,4,I exercise almost every day,5,Sometimes,Yes,2,4,Excellent,Yes,9,Synthetic
20,4,8,5,I exercise almost every day,8,Often,No,4,3,Excellent,Yes,3,Synthetic
23,5,8,3,I exercise 1 to 2 days a week,1,Sometimes,Yes,5,2,Good,Yes,3,Synthetic
30,5,4,4,I exercise almost every day,5,Sometimes,No,4,6,Excellent,No,6,Synthetic
21,7,3,4,I exercise 3 to 5 days a week,5,Sometimes,Yes,1,6,Excellent,Yes,9,Synthetic
20,9,1,6,I exercise almost every day,8,Often,Yes,2,5,Excellent,Yes,8,Synthetic
34,7,6,3,I do not exercise at all,8,Often,Yes,3,2,Average,No,1,Synthetic
21,7,1,1,I do not exercise at all,2,Often,Yes,1,6,Excellent,Yes,10,Synthetic
21,6,9,4,I exercise 1 to 2 days a week,4,Sometimes,Yes,3,3,Average,Yes,3,Synthetic
22,4,4,4,I exercise 1 to 2 days a week,4,Often,Yes,3,0,Good,Yes,7,Synthetic
19,5,7,5,I exercise almost every day,5,Rarely,No,2,4,Average,Yes,6,Synthetic
22,7,6,3,I exercise 3 to 5 days a week,4,Sometimes,Yes,1,4,Excellent,Yes,9,Synthetic
21,6,5,2,I do not exercise at all,5,Sometimes,Yes,5,4,Good,Yes,4,Synthetic
33,4,9,3,I exercise almost every day,8,Rarely,Yes,5,0,Average,No,1,Synthetic
22,7,7,4,I exercise 1 to 2 days a week,0,Often,Yes,5,2,Poor,No,1,Synthetic
21,7,5,5,I exercise 3 to 5 days a week,6,Rarely,Yes,5,4,Average,Yes,3,Synthetic
20,7,2,3,I do not exercise at all,2,Often,Yes,1,3,Average,No,5,Synthetic
20,7,7,4,I exercise almost every day,2,Sometimes,No,1,4,Average,No,5,Synthetic
22,8,3,5,I exercise 1 to 2 days a week,4,Rarely,No,1,6,Excellent,Yes,10,Synthetic
21,5,3,2,I exercise 1 to 2 days a week,3,Sometimes,Yes,4,2,Good,Yes,5,Synthetic
20,9,1,6,I exercise almost every day,8,Often,Yes,2,2,Excellent,Yes,9,Synthetic
21,8,3,3,I exercise 1 to 2 days a week,8,Often,No,1,5,Good,No,8,Synthetic
21,6,1,3,I exercise 1 to 2 days a week,4,Rarely,Yes,2,6,Good,Yes,9,Synthetic
21,9,4,3,I exercise 1 to 2 days a week,5,Often,No,3,4,Good,Yes,7,Synthetic
20,8,6,3,I exercise 1 to 2 days a week,4,Often,No,1,4,Good,Yes,5,Synthetic
60,6,5,2,I do not exercise at all,2,Often,No,4,2,Average,Yes,1,Synthetic
22,8,4,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,2,Good,Yes,7,Synthetic
20,5,5,3,I do not exercise at all,2,Often,Yes,4,3,Average,No,5,Synthetic
21,5,3,4,I exercise 1 to 2 days a week,4,Often,Yes,3,3,Good,No,7,Synthetic
54,7,7,4,I do not exercise at all,8,Often,No,2,3,Good,No,7,Synthetic
20,5,8,3,I do not exercise at all,2,Often,Yes,2,1,Average,No,5,Synthetic
